"","genes","dataType","growthPhase","test_for","exist_in"
"3555","dinB","protein","Sta","Lac","controlled for Growth"
"3556","rfbA","protein","Sta","Lac","controlled for Growth"
"3557","ycjX","protein","Sta","Lac","controlled for Growth"
"3558","sspA","protein","Sta","Lac","controlled for Growth"
"3559","metI","protein","Sta","Lac","controlled for Growth"
"3560","metL","protein","Sta","Lac","controlled for Growth"
"3561","glgA","protein","Sta","Lac","controlled for Growth"
"3562","pepT","protein","Sta","Lac","controlled for Growth"
"3563","rpsL","protein","Sta","Lac","controlled for Growth"
"3564","ppc","protein","Sta","Lac","controlled for Growth"
"3565","kefA","protein","Sta","Lac","controlled for Growth"
"3566","ydiJ","protein","Sta","Lac","controlled for Growth"
"3567","ybiW","protein","Sta","Lac","controlled for Growth"
"3568","yhhX","protein","Sta","Lac","controlled for Growth"
"3569","cusS","protein","Sta","Lac","controlled for Growth"
"3570","gabT","protein","Sta","Lac","controlled for Growth"
"3571","fecB","protein","Sta","Lac","controlled for Growth"
"3572","yjcD","protein","Sta","Lac","controlled for Growth"
"3573","carB","protein","Sta","Lac","controlled for Growth"
"3574","tpiA","protein","Sta","Lac","controlled for Growth"
"3575","vioA","protein","Sta","Lac","controlled for Growth"
"3576","hpaB","protein","Sta","Lac","controlled for Growth"
"3577","flgJ","protein","Sta","Lac","controlled for Growth"
"3578","sufA","protein","Sta","Lac","controlled for Growth"
"3579","murB","protein","Sta","Lac","controlled for Growth"
"3580","aceK","protein","Sta","Lac","controlled for Growth"
"3581","gshA","protein","Sta","Lac","controlled for Growth"
"3582","minE","protein","Sta","Lac","controlled for Growth"
"3583","yccX","protein","Sta","Lac","controlled for Growth"
"3584","bfr","protein","Sta","Lac","controlled for Growth"
"3585","ydgA","protein","Sta","Lac","controlled for Growth"
"3586","cysB","protein","Sta","Lac","controlled for Growth"
"3587","udp","protein","Sta","Lac","controlled for Growth"
"3588","orn","protein","Sta","Lac","controlled for Growth"
"3589","yigL","protein","Sta","Lac","controlled for Growth"
"3590","pepP","protein","Sta","Lac","controlled for Growth"
"3591","ispB","protein","Sta","Lac","controlled for Growth"
"3592","malT","protein","Sta","Lac","controlled for Growth"
"3593","ybiT","protein","Sta","Lac","controlled for Growth"
"3594","nrfA","protein","Sta","Lac","controlled for Growth"
"3595","pntA","protein","Sta","Lac","controlled for Growth"
"3596","stpA","protein","Sta","Lac","controlled for Growth"
"3597","yibL","protein","Sta","Lac","controlled for Growth"
"3598","yraO","protein","Sta","Lac","controlled for Growth"
"3599","gyrA","protein","Sta","Lac","controlled for Growth"
"3600","ubiE","protein","Sta","Lac","controlled for Growth"
"3601","ydeP","protein","Sta","Lac","controlled for Growth"
"3602","ypdA","protein","Sta","Lac","controlled for Growth"
"3603","polA","protein","Sta","Lac","controlled for Growth"
"3604","iciA","protein","Sta","Lac","controlled for Growth"
"3605","ygjU","protein","Sta","Lac","controlled for Growth"
"3606","fadJ","protein","Sta","Lac","controlled for Growth"
"3607","pssA","protein","Sta","Lac","controlled for Growth"
"3608","slyD","protein","Sta","Lac","controlled for Growth"
"3609","eno","protein","Sta","Lac","controlled for Growth"
"3610","yeaK","protein","Sta","Lac","controlled for Growth"
"3611","ycbJ","protein","Sta","Lac","controlled for Growth"
"3612","yoaB","protein","Sta","Lac","controlled for Growth"
"3613","yfdW","protein","Sta","Lac","controlled for Growth"
"3614","yleA","protein","Sta","Lac","controlled for Growth"
"3615","cpxR","protein","Sta","Lac","controlled for Growth"
"3616","ydbD","protein","Sta","Lac","controlled for Growth"
"3617","ydhV","protein","Sta","Lac","controlled for Growth"
"3618","stfR","protein","Sta","Lac","controlled for Growth"
"3619","yfeA","protein","Sta","Lac","controlled for Growth"
"3620","kefB","protein","Sta","Lac","controlled for Growth"
"3621","kbl","protein","Sta","Lac","controlled for Growth"
"3622","ymcA","protein","Sta","Lac","controlled for Growth"
"3623","tldD","protein","Sta","Lac","controlled for Growth"
"3624","dhaR","protein","Sta","Lac","controlled for Growth"
"3625","moaB","protein","Sta","Lac","controlled for Growth"
"3626","yeeJ","protein","Sta","Lac","controlled for Growth"
"3627","ydbK","protein","Sta","Lac","controlled for Growth"
"3628","ycdQ","protein","Sta","Lac","controlled for Growth"
"3629","iclR","protein","Sta","Lac","controlled for Growth"
"3630","ligB","protein","Sta","Lac","controlled for Growth"
"3631","ycaN","protein","Sta","Lac","controlled for Growth"
"3632","dfp","protein","Sta","Lac","controlled for Growth"
"3633","gcd","protein","Sta","Lac","controlled for Growth"
"3634","rstB","protein","Sta","Lac","controlled for Growth"
"3635","prc","protein","Sta","Lac","controlled for Growth"
"3636","ycfU","protein","Sta","Lac","controlled for Growth"
"3637","ydcF","protein","Sta","Lac","controlled for Growth"
"3638","smpA","protein","Sta","Lac","controlled for Growth"
"3639","ynfF","protein","Sta","Lac","controlled for Growth"
"3640","yfdE","protein","Sta","Lac","controlled for Growth"
"3641","yebA","protein","Sta","Lac","controlled for Growth"
"3642","bglX","protein","Sta","Lac","controlled for Growth"
"3643","mrcB","protein","Sta","Lac","controlled for Growth"
"3644","yneK","protein","Sta","Lac","controlled for Growth"
"3645","lacZ","protein","Sta","Lac","controlled for Growth"
"3646","yhdJ","protein","Sta","Lac","controlled for Growth"
"3647","fadD","protein","Sta","Lac","controlled for Growth"
"3648","aer","protein","Sta","Lac","controlled for Growth"
"3649","hcp","protein","Sta","Lac","controlled for Growth"
"3650","grxA","protein","Sta","Lac","controlled for Growth"
"3651","lpxA","protein","Sta","Lac","controlled for Growth"
"3652","nuoG","protein","Sta","Lac","controlled for Growth"
"3653","yjbR","protein","Sta","Lac","controlled for Growth"
"3654","alr","protein","Sta","Lac","controlled for Growth"
"3655","yabB","protein","Sta","Lac","controlled for Growth"
"3656","ptrB","protein","Sta","Lac","controlled for Growth"
"3657","ycbG","protein","Sta","Lac","controlled for Growth"
"3658","ribB","protein","Sta","Lac","controlled for Growth"
"3659","fdoH","protein","Sta","Lac","controlled for Growth"
"3660","tdcG","protein","Sta","Lac","controlled for Growth"
"3661","manX","protein","Sta","Lac","controlled for Growth"
"3662","malQ","protein","Sta","Lac","controlled for Growth"
"3663","artP","protein","Sta","Lac","controlled for Growth"
"3664","ycbZ","protein","Sta","Lac","controlled for Growth"
"3665","yceA","protein","Sta","Lac","controlled for Growth"
"3666","bglA","protein","Sta","Lac","controlled for Growth"
"3667","mltD","protein","Sta","Lac","controlled for Growth"
"3668","pgi","protein","Sta","Lac","controlled for Growth"
"3669","recD","protein","Sta","Lac","controlled for Growth"
"3670","dinG","protein","Sta","Lac","controlled for Growth"
"3671","lexA","protein","Sta","Lac","controlled for Growth"
"3672","adiA","protein","Sta","Lac","controlled for Growth"
"3673","gsk","protein","Sta","Lac","controlled for Growth"
"3674","thiC","protein","Sta","Lac","controlled for Growth"
"3675","yiiM","protein","Sta","Lac","controlled for Growth"
"3676","ygjK","protein","Sta","Lac","controlled for Growth"
"3677","dbpA","protein","Sta","Lac","controlled for Growth"
"3678","yeeR","protein","Sta","Lac","controlled for Growth"
"3679","yeeZ","protein","Sta","Lac","controlled for Growth"
"3680","yrbH","protein","Sta","Lac","controlled for Growth"
"3681","ydhO","protein","Sta","Lac","controlled for Growth"
"3682","uvrY","protein","Sta","Lac","controlled for Growth"
"3683","uup","protein","Sta","Lac","controlled for Growth"
"3684","ybbN","protein","Sta","Lac","controlled for Growth"
"3685","ychN","protein","Sta","Lac","controlled for Growth"
"3686","yebC","protein","Sta","Lac","controlled for Growth"
"3687","recQ","protein","Sta","Lac","controlled for Growth"
"3688","pflC","protein","Sta","Lac","controlled for Growth"
"3689","yqjG","protein","Sta","Lac","controlled for Growth"
"3690","rnt","protein","Sta","Lac","controlled for Growth"
"3691","atoD","protein","Sta","Lac","controlled for Growth"
"3692","yjiA","protein","Sta","Lac","controlled for Growth"
"3693","aslA","protein","Sta","Lac","controlled for Growth"
"3694","cusR","protein","Sta","Lac","controlled for Growth"
"3695","ycjR","protein","Sta","Lac","controlled for Growth"
"3696","yhbJ","protein","Sta","Lac","controlled for Growth"
"3697","yecA","protein","Sta","Lac","controlled for Growth"
"3698","yihD","protein","Sta","Lac","controlled for Growth"
"3699","torS","protein","Sta","Lac","controlled for Growth"
"3700","ytfR","protein","Sta","Lac","controlled for Growth"
"3701","purR","protein","Sta","Lac","controlled for Growth"
"3702","ycdX","protein","Sta","Lac","controlled for Growth"
"3703","yegN","protein","Sta","Lac","controlled for Growth"
"3704","ptsG","protein","Sta","Lac","controlled for Growth"
"3705","yhiKL","protein","Sta","Lac","controlled for Growth"
"3706","ychA","protein","Sta","Lac","controlled for Growth"
"3707","srlB","protein","Sta","Lac","controlled for Growth"
"3708","waaP","protein","Sta","Lac","controlled for Growth"
"3709","ydiF","protein","Sta","Lac","controlled for Growth"
"3710","ftsN","protein","Sta","Lac","controlled for Growth"
"3711","zraR","protein","Sta","Lac","controlled for Growth"
"3712","aldA","protein","Sta","Lac","controlled for Growth"
"3713","ydhR","protein","Sta","Lac","controlled for Growth"
"3714","yacH","protein","Sta","Lac","controlled for Growth"
"3715","adhP","protein","Sta","Lac","controlled for Growth"
"3716","menE","protein","Sta","Lac","controlled for Growth"
"3717","nfi","protein","Sta","Lac","controlled for Growth"
"3718","rplQ","protein","Sta","Lac","controlled for Growth"
"3719","torC","protein","Sta","Lac","controlled for Growth"
"3720","garD","protein","Sta","Lac","controlled for Growth"
"3721","ymfC","protein","Sta","Lac","controlled for Growth"
"3722","mdlB","protein","Sta","Lac","controlled for Growth"
"3723","agaA","protein","Sta","Lac","controlled for Growth"
"3724","cdaR","protein","Sta","Lac","controlled for Growth"
"3725","dacD","protein","Sta","Lac","controlled for Growth"
"3726","yagX","protein","Sta","Lac","controlled for Growth"
"3727","eutB","protein","Sta","Lac","controlled for Growth"
"3728","yehI","protein","Sta","Lac","controlled for Growth"
"3729","pbpC","protein","Sta","Lac","controlled for Growth"
"3730","yejO","protein","Sta","Lac","controlled for Growth"
"3731","ppiA","protein","Sta","Lac","controlled for Growth"
"3732","nupC","protein","Sta","Lac","controlled for Growth"
"3733","dsbA","protein","Sta","Lac","controlled for Growth"
"3734","ybhJ","protein","Sta","Lac","controlled for Growth"
"3735","btuE","protein","Sta","Lac","controlled for Growth"
"3736","yfaQ","protein","Sta","Lac","controlled for Growth"
"3737","anmK","protein","Sta","Lac","controlled for Growth"
"3738","rpmH","protein","Sta","Lac","controlled for Growth"
"3739","nikE","protein","Sta","Lac","controlled for Growth"
"3740","envY","protein","Sta","Lac","controlled for Growth"
"3741","ybhH","protein","Sta","Lac","controlled for Growth"
"3742","exuR","protein","Sta","Lac","controlled for Growth"
"3743","yidB","protein","Sta","Lac","controlled for Growth"
"3744","treA","protein","Sta","Lac","controlled for Growth"
"3745","caiA","protein","Sta","Lac","controlled for Growth"
"3746","ygfK","protein","Sta","Lac","controlled for Growth"
"3747","prpR","protein","Sta","Lac","controlled for Growth"
"3748","chiA","protein","Sta","Lac","controlled for Growth"
"3749","citF","protein","Sta","Lac","controlled for Growth"
"3750","topB","protein","Sta","Lac","controlled for Growth"
"3751","cheY","protein","Sta","Lac","controlled for Growth"
"3752","ygcR","protein","Sta","Lac","controlled for Growth"
"3753","yjdC","protein","Sta","Lac","controlled for Growth"
"3754","yneB","protein","Sta","Lac","controlled for Growth"
"3755","yfgF","protein","Sta","Lac","controlled for Growth"
"3756","sufS","protein","Sta","Lac","controlled for Growth"
"3757","yeiT","protein","Sta","Lac","controlled for Growth"
"3758","yfbR","protein","Sta","Lac","controlled for Growth"
"3759","hcaE","protein","Sta","Lac","controlled for Growth"
"3760","nikD","protein","Sta","Lac","controlled for Growth"
"3761","intD","protein","Sta","Lac","controlled for Growth"
"3762","yqcA","protein","Sta","Lac","controlled for Growth"
"3763","prmA","protein","Sta","Lac","controlled for Growth"
"3764","ydcR","protein","Sta","Lac","controlled for Growth"
"3765","ycaC","protein","Sta","Lac","controlled for Growth"
"3766","ybcK","protein","Sta","Lac","controlled for Growth"
"3767","ycaJ","protein","Sta","Lac","controlled for Growth"
"3768","yehP","protein","Sta","Lac","controlled for Growth"
"3769","yhdG","protein","Sta","Lac","controlled for Growth"
"3770","yjcR","protein","Sta","Lac","controlled for Growth"
"3771","citC","protein","Sta","Lac","controlled for Growth"
"3772","carA","protein","Sta","Lac","controlled for Growth"
"3773","trmB","protein","Sta","Lac","controlled for Growth"
"3774","ycfC","protein","Sta","Lac","controlled for Growth"
"3775","rpe","protein","Sta","Lac","controlled for Growth"
"3776","tap","protein","Sta","Lac","controlled for Growth"
"3777","yccS","protein","Sta","Lac","controlled for Growth"
"3778","xerC","protein","Sta","Lac","controlled for Growth"
"3779","ygfM","protein","Sta","Lac","controlled for Growth"
"3780","sspB","protein","Sta","Lac","controlled for Growth"
"3781","rpoE","protein","Sta","Lac","controlled for Growth"
"3782","degS","protein","Sta","Lac","controlled for Growth"
"3783","yhiV","protein","Sta","Lac","controlled for Growth"
"3784","gmd","protein","Sta","Lac","controlled for Growth"
"3785","phoR","protein","Sta","Lac","controlled for Growth"
"3786","hsdR","protein","Sta","Lac","controlled for Growth"
"3787","htrB","protein","Sta","Lac","controlled for Growth"
"3788","gltB","protein","Sta","Lac","controlled for Growth"
"3789","ydjC","protein","Sta","Lac","controlled for Growth"
"3790","ygcM","protein","Sta","Lac","controlled for Growth"
"3791","phnM","protein","Sta","Lac","controlled for Growth"
"3792","norV","protein","Sta","Lac","controlled for Growth"
"3793","ycdW","protein","Sta","Lac","controlled for Growth"
"3794","yihU","protein","Sta","Lac","controlled for Growth"
"3795","tatB","protein","Sta","Lac","controlled for Growth"
"3796","hflX","protein","Sta","Lac","controlled for Growth"
"3797","ybhD","protein","Sta","Lac","controlled for Growth"
"3798","rhsA","protein","Sta","Lac","controlled for Growth"
"3799","ydcM","protein","Sta","Lac","controlled for Growth"
"3800","insI","protein","Sta","Lac","controlled for Growth"
"3801","argC","protein","Sta","Lac","controlled for Growth"
"3802","tar","protein","Sta","Lac","controlled for Growth"
"3803","ycjI","protein","Sta","Lac","controlled for Growth"
"3804","yciR","protein","Sta","Lac","controlled for Growth"
"3805","ygaA","protein","Sta","Lac","controlled for Growth"
"3806","ftsK","protein","Sta","Lac","controlled for Growth"
"3807","yqfB","protein","Sta","Lac","controlled for Growth"
"3808","torT","protein","Sta","Lac","controlled for Growth"
"3809","modF","protein","Sta","Lac","controlled for Growth"
"3810","deoR","protein","Sta","Lac","controlled for Growth"
"3811","umuC","protein","Sta","Lac","controlled for Growth"
