,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
2562,YP_003045794.1,0.055686781083937,0.109975737457705,1.22273834107653,0.0899421681345814,0.928333171599923,NA,insK-3,ECB_02605,b2755,1,protein,Sta,carbonSource,lactate,glucose
2563,YP_003045795.1,0,NA,NA,NA,NA,NA,insJ-3,ECB_02606,b2756,NA,protein,Sta,carbonSource,lactate,glucose
2564,YP_003045796.1,56.4476576550969,2.8740160256043,0.608417676289456,4.72375497558191,2.31529351700377e-06,3.01636439395251e-05,cysH,ECB_02607,b2762,1,protein,Sta,carbonSource,lactate,glucose
2565,YP_003045797.1,139.101395730422,3.04687644572078,0.657371824158084,4.63493617120418,3.57047633309829e-06,4.10374226943019e-05,cysI,ECB_02608,b2763,1,protein,Sta,carbonSource,lactate,glucose
2566,YP_003045798.1,114.401835650783,2.97019878324336,0.600243780184763,4.94832080114032,7.4856462240269e-07,1.34994243386785e-05,cysJ,ECB_02609,b2764,1,protein,Sta,carbonSource,lactate,glucose
2567,YP_003045799.1,5.67165981002806,2.08071930453759,0.770937262059894,2.69894764066539,0.00695591192769194,0.0183891275555947,ygcM,ECB_02610,b2765,1,protein,Sta,carbonSource,lactate,glucose
2568,YP_003045800.1,1.11683160843119,-2.72768612778954,1.26474197681871,-2.15671352559253,0.0310279924622211,0.0601895005654879,ygcN,ECB_02611,b2766,-1,protein,Sta,carbonSource,lactate,glucose
2569,YP_003045801.1,0.277164859631488,-0.849610951615696,1.32017169057878,-0.643560953229663,0.519860177254842,NA,ygcO,ECB_02612,b2767,-1,protein,Sta,carbonSource,lactate,glucose
2570,YP_003045802.1,0.543780259467959,-2.2112510424084,1.28920473867001,-1.7152054876013,0.0863075591281897,0.133012541536794,ygcP,ECB_02613,b2768,-1,protein,Sta,carbonSource,lactate,glucose
2571,YP_003045803.1,0.455209535167188,-1.54497314481833,1.28094488693553,-1.20611992020551,0.227771255068909,0.283257341641633,ygcQ,ECB_02614,b2769,-1,protein,Sta,carbonSource,lactate,glucose
2572,YP_003045804.1,1.78754248041304,-3.51451171819082,1.27719535937891,-2.75174169118489,0.00592792586914136,0.0162245836603306,ygcR,ECB_02615,b2770,-1,protein,Sta,carbonSource,lactate,glucose
2573,YP_003045805.1,1.13825058601277,-3.11190862246481,1.20935974196601,-2.57318688102343,0.0100766780681959,0.0250723762170466,ygcS,ECB_02616,b2771,-1,protein,Sta,carbonSource,lactate,glucose
2574,YP_003045806.1,1.6036521784461,-2.96461912442093,1.28583667395392,-2.30559540295643,0.0211332503972712,0.0447826913102877,ygcU,ECB_02617,b4463,-1,protein,Sta,carbonSource,lactate,glucose
2575,YP_003045807.1,0.343693772307431,-1.01744175132181,1.32509627235196,-0.767824778131721,0.442591291655109,NA,ygcW,ECB_02618,b2774,-1,protein,Sta,carbonSource,lactate,glucose
2576,YP_003045808.1,0.719688102393166,-1.0395343398866,1.26726478966675,-0.820297658676343,0.412046440790714,0.469571468738753,yqcE,ECB_02619,b2775,-1,protein,Sta,carbonSource,lactate,glucose
2577,YP_003045809.1,1.65181887568975,-4.2997772655734,1.23582364286382,-3.47928063231529,0.000502761797550834,0.00209666475623952,ygcE,ECB_02620,b2776,-1,protein,Sta,carbonSource,lactate,glucose
2578,YP_003045811.1,5.62735074093651,0.875752350607772,0.793809695882399,1.10322707715769,0.269928565398185,0.325825631087021,ygcF,ECB_02622,b2777,1,protein,Sta,carbonSource,lactate,glucose
